Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Document Type,Source
"Bryant-Davis T., Tummala-Narra P.","Cultural Oppression and Human Trafficking: Exploring the Role of Racism and Ethnic Bias",2017,"Women and Therapy","40","1-2",,"152","169",,,10.1080/02703149.2016.1210964,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989316500&partnerID=40&md5=5b8ff8ee06697dca89a09f9733a42823","Graduate School of Education and Psychology, Pepperdine University, Malibu, CA, United States; Lynch School of Education, Boston College, Chestnut Hill, MA, United States","Bryant-Davis, T., Graduate School of Education and Psychology, Pepperdine University, Malibu, CA, United States; Tummala-Narra, P., Lynch School of Education, Boston College, Chestnut Hill, MA, United States","Bryant-Davis, T.; Graduate School of Education and Psychology, Pepperdine University, 16830 Ventura Blvd. #200, United States; email: tbryant@pepperdine.edu",Article,Scopus
"Miller-Perrin C., Wurtele S.K.","Sex Trafficking and the Commercial Sexual Exploitation of Children",2017,"Women and Therapy","40","1-2",,"123","151",,,10.1080/02703149.2016.1210963,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989355008&partnerID=40&md5=c9701700ef9e8c48e0b11312ff3900da","Social Science Division, Seaver College, Pepperdine University, Malibu, CA, United States; Department of Psychology, University of Colorado, Colorado Springs, CO, United States","Miller-Perrin, C., Social Science Division, Seaver College, Pepperdine University, Malibu, CA, United States; Wurtele, S.K., Department of Psychology, University of Colorado, Colorado Springs, CO, United States","Miller-Perrin, C.; Social Science Division, Seaver College, Pepperdine UniversityUnited States; email: cindy.miller-perrin@pepperdine.edu",Article,Scopus
"Li X., Pan B., Law R., Huang X.","Forecasting tourism demand with composite search index",2017,"Tourism Management","59",,,"57","66",,1,10.1016/j.tourman.2016.07.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979675845&partnerID=40&md5=3d8cbf3a1107bf077aac5a0ece282c92","Institute of Tourism, Beijing Union University, Beijing, China; Department of Recreation, Park, and Tourism, College of Health and Human Development, Penn State University, University Park, PA, United States; School of Tourism and Environmental Sciences, Shaanxi Normal University, Xi'an, China; School of Hotel and Tourism Management, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Beijing Open University, Beijing, China","Li, X., Institute of Tourism, Beijing Union University, Beijing, China; Pan, B., Department of Recreation, Park, and Tourism, College of Health and Human Development, Penn State University, University Park, PA, United States, School of Tourism and Environmental Sciences, Shaanxi Normal University, Xi'an, China; Law, R., School of Hotel and Tourism Management, The Hong Kong Polytechnic University, Kowloon, Hong Kong; Huang, X., Beijing Open University, Beijing, China","Li, X.; Institute of Tourism, Beijing Union UniversityChina; email: leexin111@163.com",Article,Scopus
"Guo Y., Barnes S.J., Jia Q.","Mining meaning from online ratings and reviews: Tourist satisfaction analysis using latent dirichlet allocation",2017,"Tourism Management","59",,,"467","483",,,10.1016/j.tourman.2016.09.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987950730&partnerID=40&md5=b4da0537e8b1d097bd2d776b5b0b63d7","Hohai University, Nanjing City, Jiang Su Province, China; School of Management and Business, King's College London, Franklin-Wilkins Building, 150 Stamford Street, London, United Kingdom","Guo, Y., Hohai University, Nanjing City, Jiang Su Province, China; Barnes, S.J., School of Management and Business, King's College London, Franklin-Wilkins Building, 150 Stamford Street, London, United Kingdom; Jia, Q., Hohai University, Nanjing City, Jiang Su Province, China","Barnes, S.J.; School of Management and Business, King's College London, Franklin-Wilkins Building, 150 Stamford Street, United Kingdom; email: stuart.barnes@kcl.ac.uk",Article,Scopus
"Zheng W., Huang X., Li Y.","Understanding the tourist mobility using GPS: Where is the next place?",2017,"Tourism Management","59",,,"267","280",,,10.1016/j.tourman.2016.08.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983734616&partnerID=40&md5=d5c940dd456c73866efaeaa00e7951da","School of Management, Xiamen University, No. 422 South Siming Road, Xiamen, Fujian Province, China; School of Management, Shandong University, 27 Shandanan Road, Jinan, Shandong Province, China; School of Architecture and Civil Engineering, Xiamen University, 422 South Siming Road, Xiamen, China","Zheng, W., School of Management, Xiamen University, No. 422 South Siming Road, Xiamen, Fujian Province, China; Huang, X., School of Management, Shandong University, 27 Shandanan Road, Jinan, Shandong Province, China; Li, Y., School of Architecture and Civil Engineering, Xiamen University, 422 South Siming Road, Xiamen, China","Huang, X.; School of Management, Shandong University, 27 Shandanan Road, China; email: Satinhuang@sdu.edu.cn",Article,Scopus
"Yang Y., Cao Y., Yang L.-T.G.","Product diversification and property performance in the urban lodging market: The relationship and its moderators",2017,"Tourism Management","59",,,"363","375",,,10.1016/j.tourman.2016.08.018,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985911780&partnerID=40&md5=2cf991497dc0fae0f3edd8ddb7df40b0","School of Sport, Tourism and Hospitality Management, Temple University, Philadelphia, PA, United States; School of Hotel, Restaurant, and Tourism Management, University of South Carolina, Columbia, SC, United States","Yang, Y., School of Sport, Tourism and Hospitality Management, Temple University, Philadelphia, PA, United States; Cao, Y., School of Hotel, Restaurant, and Tourism Management, University of South Carolina, Columbia, SC, United States; Yang, L.-T.G., School of Hotel, Restaurant, and Tourism Management, University of South Carolina, Columbia, SC, United States","Yang, Y.; School of Sport, Tourism and Hospitality Management, Temple UniversityUnited States; email: yangy@temple.edu",Article,Scopus
"Wu J.S.-S., Lin Y.-T., Lai Y.-L., Ben Jar P.-Y.","A Finite Element Approach by Contact Transformation for the Prediction of Structural Wear",2017,"Journal of Tribology","139","2", 021602,"","",,,10.1115/1.4033129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982273871&partnerID=40&md5=6eefc11b1967b7e0a85964ccab5e5e8b","Institute of Mechanical Engineering, National Chung-Hsing University, Taichung, Taiwan; Department of Industrial Education and Technology, National Changhua University of Education, Changhua, Taiwan; Department of Mechanical Engineering, University of Alberta, Edmonton, AB, Canada","Wu, J.S.-S., Institute of Mechanical Engineering, National Chung-Hsing University, Taichung, Taiwan; Lin, Y.-T., Institute of Mechanical Engineering, National Chung-Hsing University, Taichung, Taiwan; Lai, Y.-L., Department of Industrial Education and Technology, National Changhua University of Education, Changhua, Taiwan; Ben Jar, P.-Y., Department of Mechanical Engineering, University of Alberta, Edmonton, AB, Canada","Lin, Y.-T.; Institute of Mechanical Engineering, National Chung-Hsing UniversityTaiwan; email: ytlin721@gmail.com",Article,Scopus
"Huang J., Zhang J.","Nonlinear Hartree equation in high energy-mass",2017,"Nonlinear Analysis: Real World Applications","34",,,"97","109",,,10.1016/j.nonrwa.2016.08.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984684824&partnerID=40&md5=e3eab222612612380d148026403f8f60","College of Mathematics and Software Science, Sichuan Normal University, Chengdu, China; College of Mathematics and Information, China west Normal University, Nanchong, China","Huang, J., College of Mathematics and Software Science, Sichuan Normal University, Chengdu, China; Zhang, J., College of Mathematics and Software Science, Sichuan Normal University, Chengdu, China, College of Mathematics and Information, China west Normal University, Nanchong, China","Huang, J.; College of Mathematics and Software Science, Sichuan Normal UniversityChina; email: hjmath@163.com",Article,Scopus
"Rodella I., Corbau C., Simeoni U., Utizi K.","Assessment of the relationship between geomorphological evolution, carrying capacity and users' perception: Case studies in Emilia-Romagna (Italy)",2017,"Tourism Management","59",,,"7","22",,,10.1016/j.tourman.2016.07.009,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982145757&partnerID=40&md5=a31c022b7afc1eb1ea20620326fcd613","University of Ferrara, Department of Physics and Earth Sciences, Via Saragat 1, Ferrara, Italy","Rodella, I., University of Ferrara, Department of Physics and Earth Sciences, Via Saragat 1, Ferrara, Italy; Corbau, C., University of Ferrara, Department of Physics and Earth Sciences, Via Saragat 1, Ferrara, Italy; Simeoni, U., University of Ferrara, Department of Physics and Earth Sciences, Via Saragat 1, Ferrara, Italy; Utizi, K., University of Ferrara, Department of Physics and Earth Sciences, Via Saragat 1, Ferrara, Italy","Rodella, I.; University of Ferrara, Department of Physics and Earth Sciences, Via Saragat 1, Italy; email: rdllri@unife.it",Article,Scopus
"Bair S., Baker M., Pallister D.M.","Revisiting the Compressibility of Oil/Refrigerant Lubricants",2017,"Journal of Tribology","139","2", 024501,"","",,,10.1115/1.4033335,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982306898&partnerID=40&md5=e18cd0ed303e9689f86752973bb66d79","Georgia Institute of Technology, Center for High-Pressure Rheology, George W. Woodruff School of Mechanical Engineering, Atlanta, GA, United States; CPI Fluid Engineering, Division of the Lubrizol Corporation, 2300 James Savage Road, Midland, MI, United States","Bair, S., Georgia Institute of Technology, Center for High-Pressure Rheology, George W. Woodruff School of Mechanical Engineering, Atlanta, GA, United States; Baker, M., CPI Fluid Engineering, Division of the Lubrizol Corporation, 2300 James Savage Road, Midland, MI, United States; Pallister, D.M., CPI Fluid Engineering, Division of the Lubrizol Corporation, 2300 James Savage Road, Midland, MI, United States","Bair, S.; Georgia Institute of Technology, Center for High-Pressure Rheology, George W. Woodruff School of Mechanical EngineeringUnited States; email: scott.bair@me.gatech.edu",Article,Scopus
"Hassan M.F.B., Bonello P.","A neural network identification technique for a foil-air bearing under variable speed conditions and its application to unbalance response analysis",2017,"Journal of Tribology","139","2", 21501,"","",,,10.1115/1.4033455,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982279467&partnerID=40&md5=6c49a310c90acc1d3a1fe9fb80dbad1a","School of Mechanical, Aerospace and Civil Engineering, University of Manchester, Sackville Street, Manchester, United Kingdom","Hassan, M.F.B., School of Mechanical, Aerospace and Civil Engineering, University of Manchester, Sackville Street, Manchester, United Kingdom; Bonello, P., School of Mechanical, Aerospace and Civil Engineering, University of Manchester, Sackville Street, Manchester, United Kingdom",,Article,Scopus
"Zhang H.-Y., Ji P., Wang J.-Q., Chen X.-H.","A novel decision support model for satisfactory restaurants utilizing social information: A case study of TripAdvisor.com",2017,"Tourism Management","59",,,"281","297",,,10.1016/j.tourman.2016.08.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983784425&partnerID=40&md5=5b8d8a56a093922290fd275a769731c6","School of Business, Central South University, Changsha, China","Zhang, H.-Y., School of Business, Central South University, Changsha, China; Ji, P., School of Business, Central South University, Changsha, China; Wang, J.-Q., School of Business, Central South University, Changsha, China; Chen, X.-H., School of Business, Central South University, Changsha, China","Zhang, H.-Y.; School of Business, Central South UniversityChina; email: hyzhang@csu.edu.cn",Article,Scopus
"Wei W., Lu Y.T., Miao L., Cai L.A., Wang C.-Y.","Customer-customer interactions (CCIs) at conferences: An identity approach",2017,"Tourism Management","59",,,"154","170",,,10.1016/j.tourman.2016.08.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981314033&partnerID=40&md5=0e5b64f78af07ea90304fd17c081f880","Hospitality Services Department, Rosen College of Hospitality Management, University of Central Florida, Office 284C, 9907, Universal Blvd, Orlando, FL, United States; Hospitality Management and Tourism, School of Human Environmental Sciences, College of Agriculture, Food & Environment, University of Kentucky, 121 Erikson Hall, Lexington, KY, United States; School of Hotel and Restaurant Administration, College of Human Sciences, Oklahoma State University, 210 Human Sciences West, Stillwater, OK, United States; School of Hospitality and Tourism Management, College of Health and Human Sciences, Purdue University, 700 W State St., West Lafayette, IN, United States; Institute of Service Science, College of Technology Management, National Tsing Hua University, No. 101, Section 2, Kuang-Fu Road, Hsinchu, Taiwan","Wei, W., Hospitality Services Department, Rosen College of Hospitality Management, University of Central Florida, Office 284C, 9907, Universal Blvd, Orlando, FL, United States; Lu, Y.T., Hospitality Management and Tourism, School of Human Environmental Sciences, College of Agriculture, Food & Environment, University of Kentucky, 121 Erikson Hall, Lexington, KY, United States; Miao, L., School of Hotel and Restaurant Administration, College of Human Sciences, Oklahoma State University, 210 Human Sciences West, Stillwater, OK, United States; Cai, L.A., School of Hospitality and Tourism Management, College of Health and Human Sciences, Purdue University, 700 W State St., West Lafayette, IN, United States; Wang, C.-Y., Institute of Service Science, College of Technology Management, National Tsing Hua University, No. 101, Section 2, Kuang-Fu Road, Hsinchu, Taiwan","Wei, W.; Hospitality Services Department, Rosen College of Hospitality Management, University of Central Florida, Office 284C, 9907, Universal Blvd, United States; email: Wei.Wei@ucf.edu",Article,Scopus
